hint_countries,segment_raw,frequency,top1_ror_id,top1_display,top1_score,top2_ror_id,top2_display,top2_score,top3_ror_id,top3_display,top3_score
TN,"Department of Finance and Accounting, University of Tunis El Manar and IFGT, Tunisia",7,https://ror.org/02q1spa57,Tunis University,81.2,https://ror.org/03y2yf271,Time Université,80.0,https://ror.org/02a6s9190,ENSIT,80.0
TZ,"HJF Medical Research International, Mbeya, Tanzania",7,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/0477akv50,National Museum of Tanzania,80.0,https://ror.org/02p4mb484,Plan International Tanzania,77.8
NG,"Resolve to Save Lives, Abuja, Nigeria",7,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/01sn1yx84,University of Nigeria,66.7
EG,"Horticulture Department, Faculty of Agriculture, University of Kafrelsheikh, Kafr El-Sheikh, 33516, Egypt",7,https://ror.org/035hzws46,Luxor University,87.5,https://ror.org/00ndhrx30,Suez University,86.7,https://ror.org/04zpt4h82,IBM (Egypt),80.0
CM,"Plant Systematic and Ecology Laboratory, Department of Biology, Higher Teachers’ Training College, University of Yaoundé I, Yaoundé, Cameroon",7,https://ror.org/022zbs961,Université de Yaoundé I,87.0,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/051sa4h84,University of Maroua,85.0
EG,"Kafr Elshiekh University, Kafr Elshiekh, 33511, Egypt",7,https://ror.org/04a97mm30,Kafrelsheikh University,91.3,https://ror.org/03cg7cp61,Nile University,86.7,https://ror.org/042967d53,El Asher University,84.2
MA,"Research Unit on Environment and Conservation of Natural Resources, Regional Center of Rabat, National Institute of Agricultural Research, AV. Ennasr, Rabat, 10101, Morocco",7,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/022ptjf30,International Center for Agricultural Research in the Dry Areas,69.8,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6
ZA,"School of Animal, Plant and Environmental Sciences, University of Witwatersrand, Private Bag X3, Johannesburg, 2050, South Africa",7,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/03rp50x72,University of the Witwatersrand,87.1,https://ror.org/02a4gss26,Sasol (South Africa),83.9
CM,"LAREFA, Faculty of Economics and Management, University of Dschang, Cameroon",7,https://ror.org/04cdn6p56,ICT University,85.7,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/0566t4z20,Université de Dschang,85.7
UG,"Uganda National Association of Community and Occupational Health (UNACOH), Kampala, Uganda",7,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/04czq2g39,Uganda National Association Of the Deaf,88.6,https://ror.org/03v9c4d77,MTN (Uganda),82.4
MZ,"Centro de Investigação em Saúde da Manhiça (CISM), Maputo, Mozambique",7,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/04magp836,Centro Terra Viva,73.3,https://ror.org/03yh1tp98,Fundo Nacional de Investigação,69.2
GH,"Mining & Community Research, Ghana",7,https://ror.org/025ypjv50,Community Water and Sanitation Agency,61.2,https://ror.org/00cn65j92,Bomarts Farms (Ghana),60.6,https://ror.org/00w07t135,Friends of the Earth-Ghana,60.0
EG,"Nature Conservation Sector, Egyptian Environmental Affairs Agency, Cairo, Egypt",7,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/05csgyk98,Egyptian Government,78.9,https://ror.org/009yat059,WADI Group (Egypt),76.9
MG,"Madagascar Whale Shark Project, Nosy Be, Madagascar",7,https://ror.org/01erhpg17,Catholic University of Madagascar,66.7,https://ror.org/040yw9w41,Madagasikara Voakajy,64.7,https://ror.org/03fkjvy27,Institut Pasteur de Madagascar,64.0
ZA,"Pan-African Society of Cardiology (PASCAR), Cape Town, South Africa",7,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/05vkc3y92,Omnia (South Africa),88.2,https://ror.org/01gqqqf26,Mylan (South Africa),87.5
CM,"University of Yaounde II, Cameroon",7,https://ror.org/051sa4h84,University of Maroua,89.5,https://ror.org/041kdhz15,University of Buea,88.2,https://ror.org/03gq1d339,University of Ngaoundéré,86.4
ET,"Felege Hiwot Referral Hospital, Bahir Dar, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),76.9,https://ror.org/03y6ab910,Farm Africa Ethiopia,76.5
EG,"Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Horus University-Egypt, New Damietta, 34518, Egypt",7,https://ror.org/02nzd5081,Arish University,81.2,https://ror.org/035hzws46,Luxor University,81.2,https://ror.org/04zpt4h82,IBM (Egypt),80.0
NG,"Department of Paediatrics, Alex Ekwueme Federal University Teaching Hospital, Abakaliki, Nigeria",7,https://ror.org/042vvex07,Jos University Teaching Hospital,90.6,https://ror.org/00gkd5869,Lagos University Teaching Hospital,88.2,https://ror.org/00qs33y73,Bowen University Teaching Hospital,88.2
ET,"Wolaita Zone Health Department, Wolaita Sodo, Ethiopia",7,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/05cfwmz90,REACH ETHIOPIA,78.3,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
GH,"Nurses and Midwives Training College, Tamale, Ghana",7,https://ror.org/02mabj369,"Nurses' Training College, Ho",76.9,https://ror.org/02zsyv822,Parliament of Ghana,64.3,https://ror.org/04cw8gk81,National Banking College,62.5
ZA,"North West University, Mafikeng Campus, South Africa",7,https://ror.org/010f1sq29,North-West University,95.2,https://ror.org/03ve8wd49,GS1 South Africa,93.3,https://ror.org/02a4gss26,Sasol (South Africa),87.5
ET,"Department of Nursing, Bahir Dar Health Science College, Bahir Dar, Ethiopia",7,https://ror.org/05gfs4w12,Pharma Health Science College,86.2,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/02qrn5r45,Dessie Health Science College,82.8
KE,"Uzima University, Kenya",7,https://ror.org/01m4mdb95,Uzima University College,87.2,https://ror.org/03sd9v004,Umma University,86.7,https://ror.org/028r4zr88,Multimedia University of Kenya,86.4
KE,"Washington State University (WSU) Global Health Kenya, Nairobi, Kenya",7,https://ror.org/042e5sj03,mHealth (Kenya),92.3,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/050pcd452,KCA University,85.7
GH,"World Health Organization, Country Office, Accra, Ghana",7,https://ror.org/00cn65j92,Bomarts Farms (Ghana),60.0,https://ror.org/02zsyv822,Parliament of Ghana,60.0,https://ror.org/00dkekd57,"Institute of Economic Affairs, Ghana",58.0
TZ,"Health Quality Assurance Unit, Ministry of Health, Dodoma, Tanzania",7,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),71.4,https://ror.org/03vt2s541,Ministry of Health and Social Welfare,67.6
MA,"Laboratory of Materials, Membranes and Environment, Faculty of Sciences and Technologies of Mohammedia, Hassan II University of Casablanca, Morocco",7,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/03erkev52,Al Akhawayn University,77.3,https://ror.org/01ejxf797,Mohamed I University,75.0
SL,"World Health Organization Country Office, Freetown, Sierra Leone",7,https://ror.org/01xn54007,World Health Organization - Sierra Leone,80.0,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,60.4
UG,"National Drug Authority, Kampala, Uganda",7,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
EG,"Faculty of Biotechnology, October University for Modern Sciences & Arts, 6th October City, 12566, Egypt",7,https://ror.org/05y06tg49,October 6 University,90.0,https://ror.org/01nvnhx40,October University of Modern Sciences and Arts,89.1,https://ror.org/03tn5ee41,Benha University,81.2
MA,"Department of Earth Sciences, Faculty of Sciences, Ibn Zohr University, Agadir, 80000, Morocco",7,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/00s1ymf55,ACRI-EC (Morocco),69.6,https://ror.org/04dkqr510,Assystem (Morocco),66.7
GH,"Kumasi South Hospital, Kumasi, Ghana",7,https://ror.org/05h7wd624,Methodist Hospital,66.7,https://ror.org/00kytsw15,West End Hospital,64.7,https://ror.org/00f9jfw45,Tamale Teaching Hospital,62.2
KE,"Health Economics Research Unit (HERU), KEMRI-Wellcome Trust Research Programme, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/042e5sj03,mHealth (Kenya),76.2,https://ror.org/02353ej91,LVCT Health,70.6
EG,"Nature Conservation Sector, Egyptian Environmental Affairs Agency (EEAA), Egypt",7,https://ror.org/04zpt4h82,IBM (Egypt),80.0,https://ror.org/05csgyk98,Egyptian Government,78.9,https://ror.org/03nh6bz87,Vacsera (Egypt),76.2
MA,"Higher Institute of Nursing Professions and Technical Health, Rabat, Morocco",7,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/005xgxx88,World Health Organization - Morocco,73.7
TZ,"Global Animal Health Tanzania, Arusha, Tanzania",7,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),74.3,https://ror.org/00wdr9f58,Saifee Hospital Tanzania,66.7
CM,"Faculty of Medicine and Biomedical Sciences, Yaoundé, Cameroon",7,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/02g4e1v18,Metabiota (Cameroon),66.7,https://ror.org/0259hk390,Centre Pasteur du Cameroun,64.0
CM,"Epicentre, Yaoundé, Cameroon",7,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/0259hk390,Centre Pasteur du Cameroun,73.5,https://ror.org/01fxrnx65,United Nations Children's Fund Cameroon,68.2
UG,"Apata Insights, Kampala, Uganda",7,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
MA,"Laboratory of Advanced Systems Engineering, National School of Applied Sciences, Ibn Tofail University, Kenitra, 14000, Morocco",7,https://ror.org/00n7n3773,National School of Architecture,77.4,https://ror.org/022dg8423,Danone (Morocco),72.7,https://ror.org/04a41pr43,National School of Mineral Industry,71.4
GH,"REMS Consult Limited, Western Region, Sekondi-Takoradi, Ghana",7,https://ror.org/00cn65j92,Bomarts Farms (Ghana),60.0,https://ror.org/02zsyv822,Parliament of Ghana,57.1,https://ror.org/00vxrhz27,Dataking Consulting (Ghana),57.1
SN,"University Cheikh Anta Diop, Dakar, Senegal",7,https://ror.org/0177jvw02,WWF Senegal,84.2,https://ror.org/047vq0f11,Université du Sahel,72.7,https://ror.org/05j79r106,Sonatel (Senegal),72.0
ZW,"Q Partnership, Harare, Zimbabwe",7,https://ror.org/0508qa918,Syngenta (Zimbabwe),74.1,https://ror.org/03d3h3882,"National Institute of Health Research, Zimbabwe",63.8,https://ror.org/04ze6rb18,University of Zimbabwe,63.6
BF,"Centre Hospitalier Universitaire Pédiatrique Charles de Gaulle, Ouagadougou, Burkina Faso",7,https://ror.org/0217s3a79,Centre Hospitalier Universitaire Yalgado Ouédraogo,81.8,https://ror.org/04nhm0g90,Centre Muraz,73.7,https://ror.org/008t11f85,Université Ouaga II,63.2
NG,"Murtala Muhammad Specialist Hospital, Kano, Nigeria",7,https://ror.org/03gn3dp35,Adamore (Nigeria),76.9,https://ror.org/02ypmq936,Caritas Nigeria,69.6,https://ror.org/04em8c151,Irrua Specialist Teaching Hospital,67.6
ET,"Kilte Awlaelo-Health and Demographic Surveillance Site, Mekelle, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
NG,"Public Health Promotion Alliance, Osogbo, Nigeria",7,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/03cmxf662,Solina Group (Nigeria),72.7,https://ror.org/02ypmq936,Caritas Nigeria,69.6
KE,"Context Factor Solutions, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/00vcvxb53,Centre for Health Solutions,70.6,https://ror.org/003ad2905,Farm Africa Kenya,64.5
LR,"National Public Health Institute, Monrovia, Liberia",7,https://ror.org/03n3dbn70,National Public Health Institute of Liberia,88.1,https://ror.org/0440cy367,University of Liberia,62.9,https://ror.org/00fq8t576,Liberian Institute for Biomedical Research,58.2
EG,"Emergency Department, Saint Mark Hospital, Alexandria, Egypt",7,https://ror.org/04zpt4h82,IBM (Egypt),82.4,https://ror.org/01cch8797,Mobica (Egypt),80.0,https://ror.org/04se07z51,Misc (Egypt),77.8
KE,"Research and Data Solutions, Synotech Consultant, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/0157ysg68,ETC East Africa (Kenya),66.7,https://ror.org/003ad2905,Farm Africa Kenya,64.7
BJ,"Contrôle des Maladies Infectieuses, Laboratory of Studies and Research-Action in Health, Porto Novo, Benin",7,https://ror.org/052mp5r63,Pigier Bénin,55.6,https://ror.org/01q07sy43,Ministre de la Santé,55.0,https://ror.org/04mndkp04,International University & Polytechnic of Benin,54.8
ET,"Arba Minch General Hospital, Arba Minch, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,88.0,https://ror.org/00ssp9h11,Arba Minch University,75.7,https://ror.org/011smmt78,GeoSAS (Ethiopia),75.0
NG,"Child Survival Unit, Centre for African Newborn Health and Nutrition, Ibadan, Nigeria",7,https://ror.org/03gn3dp35,Adamore (Nigeria),81.5,https://ror.org/02ypmq936,Caritas Nigeria,74.1,https://ror.org/01h8ejk57,National Library of Nigeria,69.6
NG,"Public Health Department, Dalhatu Araf Specialist Hospital, Lafia, Nigeria",7,https://ror.org/02ypmq936,Caritas Nigeria,81.5,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/01h8ejk57,National Library of Nigeria,68.2
MA,"Faculty of Medicine, Euromed University of Fes, Fez, Morocco",7,https://ror.org/01ejxf797,Mohamed I University,75.0,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
MA,"Faculty of Medicine, University Sidi Mohammed Ben Abdellah, Fez, Morocco",7,https://ror.org/04efg9a07,Sidi Mohamed Ben Abdellah University,77.8,https://ror.org/01ejxf797,Mohamed I University,75.0,https://ror.org/022dg8423,Danone (Morocco),75.0
LY,"Tripoli University Hospital, Tripoli, Libya",7,https://ror.org/03707rf96,University of Tripoli Al-ahlia,76.7,https://ror.org/02ytxkh27,Sirte University,75.0,https://ror.org/02zctvr17,Nalut University,75.0
TZ,"Tanzanian Training Centre for International Health, Ifakara, Tanzania",7,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),73.3,https://ror.org/00xgy0333,Tanzania Food and Nutrition Center,72.4
KE,"National AIDS and STI Control Programme, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/01qk32r63,National Aids Control Council,74.1,https://ror.org/003ad2905,Farm Africa Kenya,66.7
MZ,"Centro de Investigação em Saúde da Manhiça, Maputo, Mozambique",7,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/04magp836,Centro Terra Viva,73.3,https://ror.org/03yh1tp98,Fundo Nacional de Investigação,69.2
ET,"Ethiopian Pediatric Society, Addis Ababa, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/00rwrmx36,Ethiopian Medical Association,72.7
MW,"Partners in Health, Neno, Malawi",7,https://ror.org/03k6h6357,Museum of Malawi,69.2,https://ror.org/04vtx5s55,University of Malawi,64.5,https://ror.org/004rh7a97,Public Health Institute of Malawi,64.4
CG,"Emergency Preparedness and Response, WHO Regional Office for Africa, Brazzaville, Congo",7,https://ror.org/04rtx9382,World Health Organization Regional Office for Africa,67.3,https://ror.org/025sdjb25,Centre Hospitalier et Universitaire de Brazzaville,56.0,https://ror.org/05naf8y09,Université Libre du Congo,55.6
LR,"Clinton Health Access Initiative, Monrovia, Liberia",7,https://ror.org/0440cy367,University of Liberia,63.4,https://ror.org/03n3dbn70,National Public Health Institute of Liberia,58.1,https://ror.org/01a81w125,Planned Parenthood Association of Liberia,56.8
ZM,"National Food and Nutrition Commission, Lusaka, Zambia",7,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/044d6xz07,National HIV/AIDS/STI/TB Council,62.3,https://ror.org/0321gjx92,The Salvation Army Zambia,60.5
RW,"Department of Agriculture, Faculty of Agriculture, Environmental Management and Renewable Energy, University of Technology and Arts of Byumba, Byumba, Rwanda",7,https://ror.org/00286hs46,University of Rwanda,75.0,https://ror.org/03v842g47,University of Kigali,70.0,https://ror.org/04ysp0h33,North Gate University,66.7
KE,"Population Health Unit, KEMRI-Wellcome Trust Research Programme, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02353ej91,LVCT Health,72.7,https://ror.org/003ad2905,Farm Africa Kenya,66.7
KE,"Clinical Research Department, KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,82.4,https://ror.org/05pwhmm02,National Research Fund Kenya,68.0,https://ror.org/02k8cz130,Umande Trust,66.7
MG,"Mention Zoologie et Biodiversité Animale, Université d’Antananarivo, Antananarivo, Madagascar",7,https://ror.org/02w4gwv87,University of Antananarivo,88.5,https://ror.org/00pd4qq98,Université d’Antsiranana,87.5,https://ror.org/00hhvp820,Université de Mahajanga,78.3
NG,"United States Agency for International Development (USAID), Abuja, Nigeria",7,https://ror.org/03gn3dp35,Adamore (Nigeria),75.0,https://ror.org/02ypmq936,Caritas Nigeria,75.0,https://ror.org/057fah276,National Eye Centre,68.4
RW,"Rwanda Military Referral and Teaching Hospital, Kigali, Rwanda",7,https://ror.org/03qz9r039,Rwanda Military Hospital,80.0,https://ror.org/031wbcc95,Digital Umuganda (Rwanda),68.3,https://ror.org/03kwkgg19,Butaro Hospital,66.7
MA,"University Ibn Tofail, Kenitra, Morocco",7,https://ror.org/02wj89n04,Université Ibn-Tofail,90.5,https://ror.org/006sgpv47,Université Ibn Zohr,83.3,https://ror.org/022dg8423,Danone (Morocco),78.3
MA,"Higher Institutes of the Nursing Professions and Techniques of Health ISPITS, Casablanca, Morocco",7,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/04dkqr510,Assystem (Morocco),72.0
MA,"Laboratory of Natural Resources and Sustainable Development, Department of Biology, Faculty of Sciences, Ibn Tofail University, Kenitra, Morocco",7,https://ror.org/022dg8423,Danone (Morocco),78.3,https://ror.org/00s1ymf55,ACRI-EC (Morocco),75.0,https://ror.org/04dkqr510,Assystem (Morocco),72.0
UG,"World Bank, Kampala, Uganda",7,https://ror.org/023pdrd93,ZOA (Uganda),88.9,https://ror.org/03v9c4d77,MTN (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,80.0
MW,"Lilongwe, Malawi",7,https://ror.org/04gm1wq32,National Commission for Science and Technology Malawi,76.9,https://ror.org/0188qm081,Lilongwe University of Agriculture and Natural Resources,75.0,https://ror.org/03je9ev90,World Health Organization - Malawi,74.1
GH,"Clinical Microbiology/Public Health Unit, Cape Coast Teaching Hospital, Cape Coast, Ghana",7,https://ror.org/00f9jfw45,Tamale Teaching Hospital,79.2,https://ror.org/01vzp6a32,Korle Bu Teaching Hospital,76.9,https://ror.org/00kytsw15,West End Hospital,70.6
ZA,"DST/NRF Research Chair in Shallow Water Ecosystems, Nelson Mandela Metropolitan University, Port Elizabeth, South Africa",7,https://ror.org/03ve8wd49,GS1 South Africa,89.7,https://ror.org/0505c3j52,Sabinet (South Africa),89.5,https://ror.org/01vddpb46,Winetech (South Africa),86.5
GH,"FHI 360, Accra, Ghana",7,https://ror.org/00cn65j92,Bomarts Farms (Ghana),60.0,https://ror.org/02zsyv822,Parliament of Ghana,60.0,https://ror.org/00dkekd57,"Institute of Economic Affairs, Ghana",60.0
TZ,"President’s Office Regional Administration and Local Government, Dodoma, Tanzania",7,https://ror.org/001pprn90,WWF Tanzania,85.7,https://ror.org/055xdas15,AIM Group (Tanzania),71.4,https://ror.org/01x7j0342,Local Government Training Institute,65.7
KE,"Center for Public Health and Development, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02353ej91,LVCT Health,81.8,https://ror.org/0387qmw52,Africa Health and Development International,78.0
GH,"Department of Research and Advocacy, Challenging Heights, Winneba, Ghana",7,https://ror.org/02zsyv822,Parliament of Ghana,66.7,https://ror.org/034eg5a26,Government of Ghana,60.6,https://ror.org/00cn65j92,Bomarts Farms (Ghana),59.3
NG,"Federal University Teaching Hospital, Owerri, Nigeria",7,https://ror.org/0278jft56,Federal University Dutse,93.3,https://ror.org/02jsvfh24,Federal University Otuoke,91.3,https://ror.org/042vvex07,Jos University Teaching Hospital,90.6
KE,"Nairobi City County Government, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/04ccc4h18,Wajir County Government,82.6,https://ror.org/00rds0p35,Nairobi Hospital,74.1
MA,"Ecole Nationale de Santé Publique, Rabat, Morocco",7,https://ror.org/04dkqr510,Assystem (Morocco),76.9,https://ror.org/022dg8423,Danone (Morocco),75.0,https://ror.org/00s1ymf55,ACRI-EC (Morocco),72.0
CM,"Faculty of Medicine and Biomedical Sciences, University of Yaounde I, Yaoundé, Cameroon",7,https://ror.org/04cdn6p56,ICT University,85.7,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/051sa4h84,University of Maroua,85.0
KE,"Kenya Paediatric Association, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/05c8bms59,Kenya Psychiatry Association​,82.1,https://ror.org/04n78zc82,Kenya Health Informatics Association,75.0
RW,"Partners in Health/Inshuti Mu Buzima, Rwinkwavu, Rwanda",7,https://ror.org/01x80wa12,OAZIS Health,66.7,https://ror.org/04y98b529,Pax Press (Rwanda),61.5,https://ror.org/00286hs46,University of Rwanda,57.1
KE,"KEMRI-Wellcome Trust Research Programme Nairobi, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/02k8cz130,Umande Trust,66.7,https://ror.org/003ad2905,Farm Africa Kenya,64.5
NG,"Bauchi State Primary Health Care Development Agency, Bauchi, Nigeria",7,https://ror.org/05j78sg27,National Primary Health Care Development Agency,87.2,https://ror.org/01hjfcg50,Ondo State Primary Health Care Development Board,85.4,https://ror.org/02ypmq936,Caritas Nigeria,76.9
CM,"Department of Internal Medicine and Specialties, Faculty of Medicine and Biomedical Sciences, University of Yaoundé i, Yaoundé, Cameroon",7,https://ror.org/022zbs961,Université de Yaoundé I,87.0,https://ror.org/04cdn6p56,ICT University,85.7,https://ror.org/03dj0nw15,WWF Cameroon,85.7
GH,"Global Policy and Advocacy Network (GLOOPLAN), Accra, Ghana",7,https://ror.org/02zsyv822,Parliament of Ghana,62.9,https://ror.org/00cn65j92,Bomarts Farms (Ghana),61.1,https://ror.org/0326f0a78,Indepth Network,60.0
MZ,"Centro de Investigação em Saúde da Manhiça (CISM), Manhiça, Mozambique",7,https://ror.org/057ec1n13,Radio Moçambique,78.6,https://ror.org/04magp836,Centro Terra Viva,73.3,https://ror.org/03yh1tp98,Fundo Nacional de Investigação,69.2
ET,"Department of Public Health, Yekatit 12 Hospital Medical College, Addis Ababa, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/04p8ta418,Adama Hospital Medical College,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0
MA,"Natural Resources Management and Development Team, Laboratory of Health and Environment, Faculty of Sciences, Moulay Ismail University, Meknes, Morocco",7,https://ror.org/04r8t4c49,Sup Management,85.7,https://ror.org/022dg8423,Danone (Morocco),80.0,https://ror.org/04cnscd67,Université Moulay Ismail de Meknes,73.5
GN,"National Malaria Control Program, Conakry, Guinea",7,https://ror.org/01svbr712,Université Général Lansana Conté,52.8,https://ror.org/002g4yr42,Gamal Abdel Nasser University of Conakry,52.5,https://ror.org/01ar7b291,Delegation of the European Union to Guinea,51.3
UG,"Rhites-N, Acholi, Gulu City, Uganda",7,https://ror.org/03v9c4d77,MTN (Uganda),84.2,https://ror.org/023pdrd93,ZOA (Uganda),82.4,https://ror.org/030v6tx56,THETA Uganda,76.2
KE,"Independent consultant, Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/0157ysg68,ETC East Africa (Kenya),66.7,https://ror.org/003ad2905,Farm Africa Kenya,64.7
ET,"Department of Nursing, Adama General Hospital and Medical College, Adama, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/04p8ta418,Adama Hospital Medical College,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0
CM,"Chantal BIYA International Reference Centre for Research on HIV/AIDS Prevention and Management, Yaoundé, Cameroon",7,https://ror.org/03dj0nw15,WWF Cameroon,85.7,https://ror.org/01a84bt29,Centre International De Reference Chantal Biya,71.3,https://ror.org/02g4e1v18,Metabiota (Cameroon),66.7
ZM,"Yakini Health Research Institute, Lusaka, Zambia",7,https://ror.org/04p54bb05,Zambart,76.9,https://ror.org/00hpqmv06,Ministry of Health,64.5,https://ror.org/0321gjx92,The Salvation Army Zambia,63.4
ET,"Ethiopian Ministry of Health, Addis Ababa, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/017yk1e31,Federal Ministry of Health,76.9
GH,"REMS Consultancy Services, Takoradi, Sekondi-Takoradi, Ghana",7,https://ror.org/00cn65j92,Bomarts Farms (Ghana),60.0,https://ror.org/02zsyv822,Parliament of Ghana,57.1,https://ror.org/00vxrhz27,Dataking Consulting (Ghana),57.1
ET,"USAID Transform: Primary Health Care Activity, Pathfinder International, Addis Ababa, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,83.3,https://ror.org/011smmt78,GeoSAS (Ethiopia),80.0,https://ror.org/04mraae85,SOS Sahel Ethiopia,71.4
KE,"Consortium for Advanced Research Training in Africa (CARTA), Nairobi, Kenya",7,https://ror.org/00zy1mb15,CABI Kenya,88.9,https://ror.org/003ad2905,Farm Africa Kenya,68.8,https://ror.org/0157ysg68,ETC East Africa (Kenya),65.0
NE,"Conception Etudes Suivi Evaluation Appuis Formation, Niamey, Niger",7,https://ror.org/01m00b434,Islamic University of Niger,57.9,https://ror.org/02ssjh827,National Hospital Niamey,57.1,https://ror.org/014ezsb26,United Nations Children's Fund Niger,54.8
GQ,"Medical Care Development International, Malabo, Equatorial Guinea",7,https://ror.org/045m93336,National University of Equatorial Guinea,76.7,https://ror.org/04qv8j179,Government of Equatorial Guinea,76.0,https://ror.org/02y9p0566,Centro Cultural de España en Malabo,45.7
ET,"Dabat Research Centre Health and Demographic Surveillance System, Dabat, Ethiopia",7,https://ror.org/05cfwmz90,REACH ETHIOPIA,80.0,https://ror.org/011smmt78,GeoSAS (Ethiopia),76.9,https://ror.org/03y6ab910,Farm Africa Ethiopia,72.2
SL,"Sierra Leone-China Friendship Biological Safety Laboratory, Freetown, Sierra Leone",7,https://ror.org/045rztm55,University of Sierra Leone,72.7,https://ror.org/01xn54007,World Health Organization - Sierra Leone,63.8,https://ror.org/01sj7p872,St John of God Hospital Sierra Leone,60.4
